Date,Team,Opponent,ERA,Player,Year
Mar 30,KC,vs CLE,2.25,Michael Wacha,2025
Apr 5,KC,vs BAL,4.66,Michael Wacha,2025
Apr 10,KC,vs MIN,4.2,Michael Wacha,2025
Apr 15,KC,@ NYY,4.35,Michael Wacha,2025
Apr 20,KC,@ DET,4.15,Michael Wacha,2025
Apr 26,KC,vs HOU,3.38,Michael Wacha,2025
May 2,KC,@ BAL,3.52,Michael Wacha,2025
Mar 30,KC,vs CLE,2.25,Michael Wacha,2025
Apr 5,KC,vs BAL,4.66,Michael Wacha,2025
Apr 10,KC,vs MIN,4.2,Michael Wacha,2025
Apr 15,KC,@ NYY,4.35,Michael Wacha,2025
Apr 20,KC,@ DET,4.15,Michael Wacha,2025
Apr 26,KC,vs HOU,3.38,Michael Wacha,2025
May 2,KC,@ BAL,3.52,Michael Wacha,2025
Mar 29,TEX,vs BOS,5.4,Tyler Mahle,2025
Apr 4,TEX,vs TB,1.35,Tyler Mahle,2025
Apr 9,TEX,@ CHC,1.32,Tyler Mahle,2025
Apr 15,TEX,vs LAA,0.92,Tyler Mahle,2025
Apr 20,TEX,vs LAD,0.68,Tyler Mahle,2025
Apr 26,TEX,@ SF,1.14,Tyler Mahle,2025
May 1,TEX,vs ATH,1.19,Tyler Mahle,2025
Mar 29,TEX,vs BOS,5.4,Tyler Mahle,2025
Apr 4,TEX,vs TB,1.35,Tyler Mahle,2025
Apr 9,TEX,@ CHC,1.32,Tyler Mahle,2025
Apr 15,TEX,vs LAA,0.92,Tyler Mahle,2025
Apr 20,TEX,vs LAD,0.68,Tyler Mahle,2025
Apr 26,TEX,@ SF,1.14,Tyler Mahle,2025
May 1,TEX,vs ATH,1.19,Tyler Mahle,2025
Mar 29,TB,vs COL,1.5,Zack Littell,2025
Apr 4,TB,@ TEX,4.15,Zack Littell,2025
Apr 10,TB,vs LAA,6.88,Zack Littell,2025
Apr 16,TB,vs BOS,5.48,Zack Littell,2025
Apr 22,TB,@ AZ,5.28,Zack Littell,2025
Apr 27,TB,@ SD,5.03,Zack Littell,2025
May 3,TB,@ NYY,4.61,Zack Littell,2025
Mar 29,TB,vs COL,1.5,Zack Littell,2025
Apr 4,TB,@ TEX,4.15,Zack Littell,2025
Apr 10,TB,vs LAA,6.88,Zack Littell,2025
Apr 16,TB,vs BOS,5.48,Zack Littell,2025
Apr 22,TB,@ AZ,5.28,Zack Littell,2025
Apr 27,TB,@ SD,5.03,Zack Littell,2025
May 3,TB,@ NYY,4.61,Zack Littell,2025
Mar 30,TB,vs COL,3.0,Taj Bradley,2025
Apr 5,TB,@ TEX,4.91,Taj Bradley,2025
Apr 11,TB,vs ATL,3.71,Taj Bradley,2025
Apr 17,TB,vs NYY,5.24,Taj Bradley,2025
Apr 23,TB,@ AZ,5.08,Taj Bradley,2025
Apr 29,TB,vs KC,4.58,Taj Bradley,2025
May 4,TB,@ NYY,4.43,Taj Bradley,2025
Mar 30,TB,vs COL,3.0,Taj Bradley,2025
Apr 5,TB,@ TEX,4.91,Taj Bradley,2025
Apr 11,TB,vs ATL,3.71,Taj Bradley,2025
Apr 17,TB,vs NYY,5.24,Taj Bradley,2025
Apr 23,TB,@ AZ,5.08,Taj Bradley,2025
Apr 29,TB,vs KC,4.58,Taj Bradley,2025
May 4,TB,@ NYY,4.43,Taj Bradley,2025
Mar 31,KC,@ MIL,0.0,Kris Bubic,2025
Apr 6,KC,vs BAL,0.0,Kris Bubic,2025
Apr 11,KC,@ CLE,0.96,Kris Bubic,2025
Apr 16,KC,@ NYY,1.88,Kris Bubic,2025
Apr 22,KC,vs COL,1.45,Kris Bubic,2025
Apr 27,KC,vs HOU,2.25,Kris Bubic,2025
May 3,KC,@ BAL,1.98,Kris Bubic,2025
Mar 31,KC,@ MIL,0.0,Kris Bubic,2025
Apr 6,KC,vs BAL,0.0,Kris Bubic,2025
Apr 11,KC,@ CLE,0.96,Kris Bubic,2025
Apr 16,KC,@ NYY,1.88,Kris Bubic,2025
Apr 22,KC,vs COL,1.45,Kris Bubic,2025
Apr 27,KC,vs HOU,2.25,Kris Bubic,2025
May 3,KC,@ BAL,1.98,Kris Bubic,2025
Apr 1,TB,vs PIT,0.0,Shane Baz,2025
Apr 8,TB,vs LAA,1.38,Shane Baz,2025
Apr 14,TB,vs BOS,1.42,Shane Baz,2025
Apr 19,TB,vs NYY,3.22,Shane Baz,2025
Apr 25,TB,@ SD,2.45,Shane Baz,2025
May 1,TB,vs KC,3.86,Shane Baz,2025
Apr 1,TB,vs PIT,0.0,Shane Baz,2025
Apr 8,TB,vs LAA,1.38,Shane Baz,2025
Apr 14,TB,vs BOS,1.42,Shane Baz,2025
Apr 19,TB,vs NYY,3.22,Shane Baz,2025
Apr 25,TB,@ SD,2.45,Shane Baz,2025
May 1,TB,vs KC,3.86,Shane Baz,2025
Apr 8,TEX,@ CHC,6.75,Patrick Corbin,2025
Apr 16,TEX,vs LAA,3.86,Patrick Corbin,2025
Apr 22,TEX,@ ATH,3.77,Patrick Corbin,2025
Apr 28,TEX,vs ATH,3.79,Patrick Corbin,2025
May 3,TEX,vs SEA,3.28,Patrick Corbin,2025
Apr 8,TEX,@ CHC,6.75,Patrick Corbin,2025
Apr 16,TEX,vs LAA,3.86,Patrick Corbin,2025
Apr 22,TEX,@ ATH,3.77,Patrick Corbin,2025
Apr 28,TEX,vs ATH,3.79,Patrick Corbin,2025
May 3,TEX,vs SEA,3.28,Patrick Corbin,2025
Apr 10,MIL,@ COL,1.8,Quinn Priester,2025
Apr 15,MIL,vs DET,0.9,Quinn Priester,2025
Apr 21,MIL,@ SF,1.93,Quinn Priester,2025
Apr 26,MIL,@ STL,3.79,Quinn Priester,2025
May 2,MIL,vs CHC,5.79,Quinn Priester,2025
Apr 10,MIL,@ COL,1.8,Quinn Priester,2025
Apr 15,MIL,vs DET,0.9,Quinn Priester,2025
Apr 21,MIL,@ SF,1.93,Quinn Priester,2025
Apr 26,MIL,@ STL,3.79,Quinn Priester,2025
May 2,MIL,vs CHC,5.79,Quinn Priester,2025
Mar 27,TOR,vs BAL,27.0,Yariel Rodriguez,2025
Mar 30,TOR,vs BAL,13.5,Yariel Rodriguez,2025
Apr 1,TOR,vs WSH,12.0,Yariel Rodriguez,2025
Apr 4,TOR,@ NYM,9.0,Yariel Rodriguez,2025
Apr 8,TOR,@ BOS,9.64,Yariel Rodriguez,2025
Apr 12,TOR,@ BAL,8.44,Yariel Rodriguez,2025
Apr 14,TOR,vs ATL,6.14,Yariel Rodriguez,2025
Apr 19,TOR,vs SEA,4.82,Yariel Rodriguez,2025
Apr 22,TOR,@ HOU,5.23,Yariel Rodriguez,2025
Apr 27,TOR,@ NYY,4.63,Yariel Rodriguez,2025
Apr 30,TOR,vs BOS,5.68,Yariel Rodriguez,2025
May 3,TOR,vs CLE,5.54,Yariel Rodriguez,2025
May 4,TOR,vs CLE,5.65,Yariel Rodriguez,2025
Mar 27,TOR,vs BAL,27.0,Yariel Rodriguez,2025
Mar 30,TOR,vs BAL,13.5,Yariel Rodriguez,2025
Apr 1,TOR,vs WSH,12.0,Yariel Rodriguez,2025
Apr 4,TOR,@ NYM,9.0,Yariel Rodriguez,2025
Apr 8,TOR,@ BOS,9.64,Yariel Rodriguez,2025
Apr 12,TOR,@ BAL,8.44,Yariel Rodriguez,2025
Apr 14,TOR,vs ATL,6.14,Yariel Rodriguez,2025
Apr 19,TOR,vs SEA,4.82,Yariel Rodriguez,2025
Apr 22,TOR,@ HOU,5.23,Yariel Rodriguez,2025
Apr 27,TOR,@ NYY,4.63,Yariel Rodriguez,2025
Apr 30,TOR,vs BOS,5.68,Yariel Rodriguez,2025
May 3,TOR,vs CLE,5.54,Yariel Rodriguez,2025
May 4,TOR,vs CLE,5.65,Yariel Rodriguez,2025
Mar 31,CWS,vs MIN,0.0,Martin Perez,2025
Apr 6,CWS,@ DET,0.73,Martin Perez,2025
Apr 12,CWS,vs BOS,1.59,Martin Perez,2025
Apr 18,CWS,@ BOS,3.15,Martin Perez,2025
Mar 31,CWS,vs MIN,0.0,Martin Perez,2025
Apr 6,CWS,@ DET,0.73,Martin Perez,2025
Apr 12,CWS,vs BOS,1.59,Martin Perez,2025
Apr 18,CWS,@ BOS,3.15,Martin Perez,2025
Mar 30,COL,@ TB,3.6,Ryan Feltner,2025
Apr 4,COL,vs ATH,3.6,Ryan Feltner,2025
Apr 10,COL,vs MIL,2.81,Ryan Feltner,2025
Apr 15,COL,@ LAD,4.82,Ryan Feltner,2025
Apr 22,COL,@ KC,3.86,Ryan Feltner,2025
Apr 28,COL,vs ATL,4.75,Ryan Feltner,2025
Mar 30,COL,@ TB,3.6,Ryan Feltner,2025
Apr 4,COL,vs ATH,3.6,Ryan Feltner,2025
Apr 10,COL,vs MIL,2.81,Ryan Feltner,2025
Apr 15,COL,@ LAD,4.82,Ryan Feltner,2025
Apr 22,COL,@ KC,3.86,Ryan Feltner,2025
Apr 28,COL,vs ATL,4.75,Ryan Feltner,2025
Mar 29,SD,vs ATL,0.0,Randy Vasquez,2025
Apr 4,SD,@ CHC,1.69,Randy Vasquez,2025
Apr 9,SD,@ ATH,1.72,Randy Vasquez,2025
Apr 15,SD,vs CHC,1.74,Randy Vasquez,2025
Apr 21,SD,@ DET,3.97,Randy Vasquez,2025
Apr 27,SD,vs TB,4.28,Randy Vasquez,2025
May 3,SD,@ PIT,3.9,Randy Vasquez,2025
Mar 29,SD,vs ATL,0.0,Randy Vasquez,2025
Apr 4,SD,@ CHC,1.69,Randy Vasquez,2025
Apr 9,SD,@ ATH,1.72,Randy Vasquez,2025
Apr 15,SD,vs CHC,1.74,Randy Vasquez,2025
Apr 21,SD,@ DET,3.97,Randy Vasquez,2025
Apr 27,SD,vs TB,4.28,Randy Vasquez,2025
May 3,SD,@ PIT,3.9,Randy Vasquez,2025
Mar 31,PHI,vs COL,1.69,Cristopher Sanchez,2025
Apr 6,PHI,vs LAD,4.09,Cristopher Sanchez,2025
Apr 12,PHI,@ STL,3.12,Cristopher Sanchez,2025
Apr 17,PHI,vs SF,2.96,Cristopher Sanchez,2025
Apr 22,PHI,@ NYM,3.42,Cristopher Sanchez,2025
Apr 30,PHI,vs WSH,3.45,Cristopher Sanchez,2025
Mar 31,PHI,vs COL,1.69,Cristopher Sanchez,2025
Apr 6,PHI,vs LAD,4.09,Cristopher Sanchez,2025
Apr 12,PHI,@ STL,3.12,Cristopher Sanchez,2025
Apr 17,PHI,vs SF,2.96,Cristopher Sanchez,2025
Apr 22,PHI,@ NYM,3.42,Cristopher Sanchez,2025
Apr 30,PHI,vs WSH,3.45,Cristopher Sanchez,2025
Mar 29,LAA,@ CWS,0.0,Jose Soriano,2025
Apr 4,LAA,vs CLE,3.65,Jose Soriano,2025
Apr 10,LAA,@ TB,2.7,Jose Soriano,2025
Apr 16,LAA,@ TEX,3.16,Jose Soriano,2025
Apr 22,LAA,vs PIT,4.34,Jose Soriano,2025
Apr 27,LAA,@ MIN,4.5,Jose Soriano,2025
May 2,LAA,vs DET,3.83,Jose Soriano,2025
Mar 29,LAA,@ CWS,0.0,Jose Soriano,2025
Apr 4,LAA,vs CLE,3.65,Jose Soriano,2025
Apr 10,LAA,@ TB,2.7,Jose Soriano,2025
Apr 16,LAA,@ TEX,3.16,Jose Soriano,2025
Apr 22,LAA,vs PIT,4.34,Jose Soriano,2025
Apr 27,LAA,@ MIN,4.5,Jose Soriano,2025
May 2,LAA,vs DET,3.83,Jose Soriano,2025
Mar 27,SD,vs ATL,10.13,Michael King,2025
Apr 1,SD,vs CLE,3.52,Michael King,2025
Apr 7,SD,@ ATH,4.05,Michael King,2025
Apr 13,SD,vs COL,2.42,Michael King,2025
Apr 19,SD,@ HOU,2.57,Michael King,2025
Apr 25,SD,vs TB,2.18,Michael King,2025
Apr 30,SD,vs SF,2.09,Michael King,2025
Mar 27,SD,vs ATL,10.13,Michael King,2025
Apr 1,SD,vs CLE,3.52,Michael King,2025
Apr 7,SD,@ ATH,4.05,Michael King,2025
Apr 13,SD,vs COL,2.42,Michael King,2025
Apr 19,SD,@ HOU,2.57,Michael King,2025
Apr 25,SD,vs TB,2.18,Michael King,2025
Apr 30,SD,vs SF,2.09,Michael King,2025
Mar 31,LAD,vs ATL,0.0,Tyler Glasnow,2025
Apr 6,LAD,@ PHI,6.43,Tyler Glasnow,2025
Apr 13,LAD,vs CHC,4.85,Tyler Glasnow,2025
Apr 20,LAD,@ TEX,3.71,Tyler Glasnow,2025
Apr 27,LAD,vs PIT,4.5,Tyler Glasnow,2025
Mar 31,LAD,vs ATL,0.0,Tyler Glasnow,2025
Apr 6,LAD,@ PHI,6.43,Tyler Glasnow,2025
Apr 13,LAD,vs CHC,4.85,Tyler Glasnow,2025
Apr 20,LAD,@ TEX,3.71,Tyler Glasnow,2025
Apr 27,LAD,vs PIT,4.5,Tyler Glasnow,2025
Mar 31,TB,vs PIT,0.0,Drew Rasmussen,2025
Apr 6,TB,@ TEX,0.9,Drew Rasmussen,2025
Apr 12,TB,vs ATL,0.6,Drew Rasmussen,2025
Apr 18,TB,vs NYY,0.87,Drew Rasmussen,2025
Apr 24,TB,@ AZ,2.1,Drew Rasmussen,2025
Apr 30,TB,vs KC,2.64,Drew Rasmussen,2025
Mar 31,TB,vs PIT,0.0,Drew Rasmussen,2025
Apr 6,TB,@ TEX,0.9,Drew Rasmussen,2025
Apr 12,TB,vs ATL,0.6,Drew Rasmussen,2025
Apr 18,TB,vs NYY,0.87,Drew Rasmussen,2025
Apr 24,TB,@ AZ,2.1,Drew Rasmussen,2025
Apr 30,TB,vs KC,2.64,Drew Rasmussen,2025
Mar 18,CHC,vs LAD,0.0,Shota Imanaga,2025
Mar 29,CHC,@ AZ,0.82,Shota Imanaga,2025
Apr 4,CHC,vs SD,0.98,Shota Imanaga,2025
Apr 9,CHC,vs TEX,2.7,Shota Imanaga,2025
Apr 15,CHC,@ SD,2.22,Shota Imanaga,2025
Apr 22,CHC,vs LAD,3.18,Shota Imanaga,2025
Apr 29,CHC,@ PIT,2.77,Shota Imanaga,2025
May 4,CHC,@ MIL,2.82,Shota Imanaga,2025
Mar 18,CHC,vs LAD,0.0,Shota Imanaga,2025
Mar 29,CHC,@ AZ,0.82,Shota Imanaga,2025
Apr 4,CHC,vs SD,0.98,Shota Imanaga,2025
Apr 9,CHC,vs TEX,2.7,Shota Imanaga,2025
Apr 15,CHC,@ SD,2.22,Shota Imanaga,2025
Apr 22,CHC,vs LAD,3.18,Shota Imanaga,2025
Apr 29,CHC,@ PIT,2.77,Shota Imanaga,2025
May 4,CHC,@ MIL,2.82,Shota Imanaga,2025
Apr 2,SF,@ HOU,6.75,Landen Roupp,2025
Apr 8,SF,vs CIN,3.6,Landen Roupp,2025
Apr 14,SF,@ PHI,4.8,Landen Roupp,2025
Apr 19,SF,@ LAA,4.09,Landen Roupp,2025
Apr 24,SF,vs MIL,4.56,Landen Roupp,2025
Apr 30,SF,@ SD,5.1,Landen Roupp,2025
Apr 2,SF,@ HOU,6.75,Landen Roupp,2025
Apr 8,SF,vs CIN,3.6,Landen Roupp,2025
Apr 14,SF,@ PHI,4.8,Landen Roupp,2025
Apr 19,SF,@ LAA,4.09,Landen Roupp,2025
Apr 24,SF,vs MIL,4.56,Landen Roupp,2025
Apr 30,SF,@ SD,5.1,Landen Roupp,2025
Mar 27,MIL,@ NYY,0.0,Tyler Alexander,2025
Mar 30,MIL,@ NYY,5.4,Tyler Alexander,2025
Apr 4,MIL,vs CIN,2.0,Tyler Alexander,2025
Apr 9,MIL,@ COL,2.84,Tyler Alexander,2025
Apr 14,MIL,vs DET,4.32,Tyler Alexander,2025
Apr 20,MIL,vs ATH,3.66,Tyler Alexander,2025
Apr 24,MIL,@ SF,4.5,Tyler Alexander,2025
Apr 25,MIL,@ STL,4.71,Tyler Alexander,2025
Apr 30,MIL,@ CWS,4.56,Tyler Alexander,2025
May 2,MIL,vs CHC,5.18,Tyler Alexander,2025
Mar 27,MIL,@ NYY,0.0,Tyler Alexander,2025
Mar 30,MIL,@ NYY,5.4,Tyler Alexander,2025
Apr 4,MIL,vs CIN,2.0,Tyler Alexander,2025
Apr 9,MIL,@ COL,2.84,Tyler Alexander,2025
Apr 14,MIL,vs DET,4.32,Tyler Alexander,2025
Apr 20,MIL,vs ATH,3.66,Tyler Alexander,2025
Apr 24,MIL,@ SF,4.5,Tyler Alexander,2025
Apr 25,MIL,@ STL,4.71,Tyler Alexander,2025
Apr 30,MIL,@ CWS,4.56,Tyler Alexander,2025
May 2,MIL,vs CHC,5.18,Tyler Alexander,2025
Mar 30,SF,@ CIN,5.06,Robbie Ray,2025
Apr 5,SF,vs SEA,3.18,Robbie Ray,2025
Apr 11,SF,@ NYY,2.93,Robbie Ray,2025
Apr 16,SF,@ PHI,4.19,Robbie Ray,2025
Apr 21,SF,vs MIL,4.07,Robbie Ray,2025
Apr 26,SF,vs TEX,3.73,Robbie Ray,2025
May 2,SF,vs COL,3.05,Robbie Ray,2025
Mar 30,SF,@ CIN,5.06,Robbie Ray,2025
Apr 5,SF,vs SEA,3.18,Robbie Ray,2025
Apr 11,SF,@ NYY,2.93,Robbie Ray,2025
Apr 16,SF,@ PHI,4.19,Robbie Ray,2025
Apr 21,SF,vs MIL,4.07,Robbie Ray,2025
Apr 26,SF,vs TEX,3.73,Robbie Ray,2025
May 2,SF,vs COL,3.05,Robbie Ray,2025
Mar 27,MIA,vs PIT,3.86,Sandy Alcantara,2025
Apr 1,MIA,vs NYM,3.72,Sandy Alcantara,2025
Apr 12,MIA,vs WSH,4.7,Sandy Alcantara,2025
Apr 18,MIA,@ PHI,7.27,Sandy Alcantara,2025
Apr 23,MIA,vs CIN,6.56,Sandy Alcantara,2025
Apr 29,MIA,@ LAD,8.31,Sandy Alcantara,2025
Mar 27,MIA,vs PIT,3.86,Sandy Alcantara,2025
Apr 1,MIA,vs NYM,3.72,Sandy Alcantara,2025
Apr 12,MIA,vs WSH,4.7,Sandy Alcantara,2025
Apr 18,MIA,@ PHI,7.27,Sandy Alcantara,2025
Apr 23,MIA,vs CIN,6.56,Sandy Alcantara,2025
Apr 29,MIA,@ LAD,8.31,Sandy Alcantara,2025
Mar 29,ATL,@ SD,0.0,Spencer Schwellenbach,2025
Apr 4,ATL,vs MIA,0.0,Spencer Schwellenbach,2025
Apr 10,ATL,vs PHI,0.45,Spencer Schwellenbach,2025
Apr 15,ATL,@ TOR,2.55,Spencer Schwellenbach,2025
Apr 21,ATL,vs STL,2.56,Spencer Schwellenbach,2025
Apr 27,ATL,@ AZ,2.87,Spencer Schwellenbach,2025
May 3,ATL,vs LAD,3.92,Spencer Schwellenbach,2025
Mar 29,ATL,@ SD,0.0,Spencer Schwellenbach,2025
Apr 4,ATL,vs MIA,0.0,Spencer Schwellenbach,2025
Apr 10,ATL,vs PHI,0.45,Spencer Schwellenbach,2025
Apr 15,ATL,@ TOR,2.55,Spencer Schwellenbach,2025
Apr 21,ATL,vs STL,2.56,Spencer Schwellenbach,2025
Apr 27,ATL,@ AZ,2.87,Spencer Schwellenbach,2025
May 3,ATL,vs LAD,3.92,Spencer Schwellenbach,2025
Apr 1,CWS,vs MIN,3.18,Shane Smith,2025
Apr 8,CWS,@ CLE,1.54,Shane Smith,2025
Apr 13,CWS,vs BOS,2.04,Shane Smith,2025
Apr 19,CWS,@ BOS,2.82,Shane Smith,2025
Apr 24,CWS,@ MIN,2.3,Shane Smith,2025
Apr 30,CWS,vs MIL,2.23,Shane Smith,2025
Apr 1,CWS,vs MIN,3.18,Shane Smith,2025
Apr 8,CWS,@ CLE,1.54,Shane Smith,2025
Apr 13,CWS,vs BOS,2.04,Shane Smith,2025
Apr 19,CWS,@ BOS,2.82,Shane Smith,2025
Apr 24,CWS,@ MIN,2.3,Shane Smith,2025
Apr 30,CWS,vs MIL,2.23,Shane Smith,2025
Mar 27,LAA,@ CWS,4.5,Yusei Kikuchi,2025
Apr 2,LAA,@ STL,4.5,Yusei Kikuchi,2025
Apr 9,LAA,@ TB,5.0,Yusei Kikuchi,2025
Apr 15,LAA,@ TEX,4.13,Yusei Kikuchi,2025
Apr 20,LAA,vs SF,3.38,Yusei Kikuchi,2025
Apr 26,LAA,@ MIN,4.31,Yusei Kikuchi,2025
May 1,LAA,vs DET,4.21,Yusei Kikuchi,2025
Mar 27,LAA,@ CWS,4.5,Yusei Kikuchi,2025
Apr 2,LAA,@ STL,4.5,Yusei Kikuchi,2025
Apr 9,LAA,@ TB,5.0,Yusei Kikuchi,2025
Apr 15,LAA,@ TEX,4.13,Yusei Kikuchi,2025
Apr 20,LAA,vs SF,3.38,Yusei Kikuchi,2025
Apr 26,LAA,@ MIN,4.31,Yusei Kikuchi,2025
May 1,LAA,vs DET,4.21,Yusei Kikuchi,2025
Apr 1,WSH,@ TOR,5.4,Trevor Williams,2025
Apr 6,WSH,vs AZ,5.4,Trevor Williams,2025
Apr 12,WSH,@ MIA,7.36,Trevor Williams,2025
Apr 17,WSH,@ PIT,5.95,Trevor Williams,2025
Apr 23,WSH,vs BAL,5.11,Trevor Williams,2025
Apr 28,WSH,vs NYM,5.7,Trevor Williams,2025
May 3,WSH,@ CIN,5.86,Trevor Williams,2025
Apr 1,WSH,@ TOR,5.4,Trevor Williams,2025
Apr 6,WSH,vs AZ,5.4,Trevor Williams,2025
Apr 12,WSH,@ MIA,7.36,Trevor Williams,2025
Apr 17,WSH,@ PIT,5.95,Trevor Williams,2025
Apr 23,WSH,vs BAL,5.11,Trevor Williams,2025
Apr 28,WSH,vs NYM,5.7,Trevor Williams,2025
May 3,WSH,@ CIN,5.86,Trevor Williams,2025
Mar 28,BOS,@ TEX,6.35,Tanner Houck,2025
Apr 3,BOS,@ BAL,6.52,Tanner Houck,2025
Apr 9,BOS,vs TOR,4.41,Tanner Houck,2025
Apr 14,BOS,@ TB,9.16,Tanner Houck,2025
Apr 20,BOS,vs CWS,7.66,Tanner Houck,2025
Apr 26,BOS,@ CLE,7.58,Tanner Houck,2025
May 1,BOS,@ TOR,6.38,Tanner Houck,2025
Mar 28,BOS,@ TEX,6.35,Tanner Houck,2025
Apr 3,BOS,@ BAL,6.52,Tanner Houck,2025
Apr 9,BOS,vs TOR,4.41,Tanner Houck,2025
Apr 14,BOS,@ TB,9.16,Tanner Houck,2025
Apr 20,BOS,vs CWS,7.66,Tanner Houck,2025
Apr 26,BOS,@ CLE,7.58,Tanner Houck,2025
May 1,BOS,@ TOR,6.38,Tanner Houck,2025
Mar 29,KC,vs CLE,5.4,Seth Lugo,2025
Apr 4,KC,vs BAL,3.27,Seth Lugo,2025
Apr 9,KC,vs MIN,3.24,Seth Lugo,2025
Apr 14,KC,@ NYY,3.86,Seth Lugo,2025
Apr 19,KC,@ DET,3.9,Seth Lugo,2025
Apr 25,KC,vs HOU,3.08,Seth Lugo,2025
May 1,KC,@ TB,3.07,Seth Lugo,2025
Mar 29,KC,vs CLE,5.4,Seth Lugo,2025
Apr 4,KC,vs BAL,3.27,Seth Lugo,2025
Apr 9,KC,vs MIN,3.24,Seth Lugo,2025
Apr 14,KC,@ NYY,3.86,Seth Lugo,2025
Apr 19,KC,@ DET,3.9,Seth Lugo,2025
Apr 25,KC,vs HOU,3.08,Seth Lugo,2025
May 1,KC,@ TB,3.07,Seth Lugo,2025
Mar 27,DET,@ LAD,7.2,Tarik Skubal,2025
Apr 2,DET,@ SEA,5.91,Tarik Skubal,2025
Apr 8,DET,vs NYY,3.78,Tarik Skubal,2025
Apr 14,DET,@ MIL,2.66,Tarik Skubal,2025
Apr 20,DET,vs KC,2.83,Tarik Skubal,2025
Apr 27,DET,vs BAL,2.34,Tarik Skubal,2025
May 2,DET,@ LAA,2.21,Tarik Skubal,2025
Mar 27,DET,@ LAD,7.2,Tarik Skubal,2025
Apr 2,DET,@ SEA,5.91,Tarik Skubal,2025
Apr 8,DET,vs NYY,3.78,Tarik Skubal,2025
Apr 14,DET,@ MIL,2.66,Tarik Skubal,2025
Apr 20,DET,vs KC,2.83,Tarik Skubal,2025
Apr 27,DET,vs BAL,2.34,Tarik Skubal,2025
May 2,DET,@ LAA,2.21,Tarik Skubal,2025
Mar 29,PHI,@ WSH,3.6,Jesus Luzardo,2025
Apr 4,PHI,vs LAD,1.5,Jesus Luzardo,2025
Apr 10,PHI,@ ATL,1.5,Jesus Luzardo,2025
Apr 15,PHI,vs SF,2.31,Jesus Luzardo,2025
Apr 20,PHI,vs MIA,2.08,Jesus Luzardo,2025
Apr 26,PHI,@ CHC,1.73,Jesus Luzardo,2025
May 2,PHI,vs AZ,1.94,Jesus Luzardo,2025
Mar 29,PHI,@ WSH,3.6,Jesus Luzardo,2025
Apr 4,PHI,vs LAD,1.5,Jesus Luzardo,2025
Apr 10,PHI,@ ATL,1.5,Jesus Luzardo,2025
Apr 15,PHI,vs SF,2.31,Jesus Luzardo,2025
Apr 20,PHI,vs MIA,2.08,Jesus Luzardo,2025
Apr 26,PHI,@ CHC,1.73,Jesus Luzardo,2025
May 2,PHI,vs AZ,1.94,Jesus Luzardo,2025
Apr 3,PHI,vs COL,0.0,Taijuan Walker,2025
Apr 9,PHI,@ ATL,0.0,Taijuan Walker,2025
Apr 14,PHI,vs SF,2.3,Taijuan Walker,2025
Apr 19,PHI,vs MIA,2.29,Taijuan Walker,2025
Apr 25,PHI,@ CHC,2.78,Taijuan Walker,2025
May 1,PHI,vs WSH,2.54,Taijuan Walker,2025
Apr 3,PHI,vs COL,0.0,Taijuan Walker,2025
Apr 9,PHI,@ ATL,0.0,Taijuan Walker,2025
Apr 14,PHI,vs SF,2.3,Taijuan Walker,2025
Apr 19,PHI,vs MIA,2.29,Taijuan Walker,2025
Apr 25,PHI,@ CHC,2.78,Taijuan Walker,2025
May 1,PHI,vs WSH,2.54,Taijuan Walker,2025
Mar 31,SF,@ HOU,0.0,Jordan Hicks,2025
Apr 6,SF,vs SEA,2.38,Jordan Hicks,2025
Apr 12,SF,@ NYY,5.87,Jordan Hicks,2025
Apr 17,SF,@ PHI,6.04,Jordan Hicks,2025
Apr 22,SF,vs MIL,6.59,Jordan Hicks,2025
Apr 27,SF,vs TEX,6.12,Jordan Hicks,2025
May 3,SF,vs COL,6.03,Jordan Hicks,2025
Mar 31,SF,@ HOU,0.0,Jordan Hicks,2025
Apr 6,SF,vs SEA,2.38,Jordan Hicks,2025
Apr 12,SF,@ NYY,5.87,Jordan Hicks,2025
Apr 17,SF,@ PHI,6.04,Jordan Hicks,2025
Apr 22,SF,vs MIL,6.59,Jordan Hicks,2025
Apr 27,SF,vs TEX,6.12,Jordan Hicks,2025
May 3,SF,vs COL,6.03,Jordan Hicks,2025
Mar 27,PHI,@ WSH,1.5,Zack Wheeler,2025
Apr 2,PHI,vs COL,1.38,Zack Wheeler,2025
Apr 8,PHI,@ ATL,3.44,Zack Wheeler,2025
Apr 13,PHI,@ STL,4.07,Zack Wheeler,2025
Apr 18,PHI,vs MIA,3.73,Zack Wheeler,2025
Apr 23,PHI,@ NYM,3.62,Zack Wheeler,2025
Apr 29,PHI,vs WSH,3.48,Zack Wheeler,2025
Mar 27,PHI,@ WSH,1.5,Zack Wheeler,2025
Apr 2,PHI,vs COL,1.38,Zack Wheeler,2025
Apr 8,PHI,@ ATL,3.44,Zack Wheeler,2025
Apr 13,PHI,@ STL,4.07,Zack Wheeler,2025
Apr 18,PHI,vs MIA,3.73,Zack Wheeler,2025
Apr 23,PHI,@ NYM,3.62,Zack Wheeler,2025
Apr 29,PHI,vs WSH,3.48,Zack Wheeler,2025
Mar 31,BOS,@ BAL,9.0,Sean Newcomb,2025
Apr 6,BOS,vs STL,5.19,Sean Newcomb,2025
Apr 11,BOS,@ CWS,4.97,Sean Newcomb,2025
